"Date","Price","Open","High","Low","Change %"
"Mar 31, 2022","29.5000","29.4000","29.5250","29.4000","0.00%"
"Mar 30, 2022","29.5000","29.4000","29.5500","29.4000","0.85%"
"Mar 29, 2022","29.2500","29.5250","29.5250","29.4000","-0.85%"
"Mar 28, 2022","29.5000","29.4000","29.5250","29.4000","0.00%"
"Mar 25, 2022","29.5000","29.4000","29.5250","29.4000","0.85%"
"Mar 24, 2022","29.2500","29.5250","29.5250","29.4000","0.00%"
"Mar 23, 2022","29.2500","29.4000","29.4000","29.4000","0.00%"
"Mar 22, 2022","29.2500","29.6087","29.6087","29.4000","0.00%"
"Mar 21, 2022","29.2500","29.6087","29.6087","29.3900","-0.51%"
"Mar 18, 2022","29.4000","29.4000","29.4000","29.4000","-0.50%"
"Mar 17, 2022","29.5474","29.4000","29.6087","29.4000","1.00%"
"Mar 16, 2022","29.2549","29.4000","29.6087","29.4000","-0.99%"
"Mar 15, 2022","29.5474","29.4000","29.6125","29.4000","1.02%"
"Mar 14, 2022","29.2500","30.0500","30.0500","29.4000","-0.51%"
"Mar 10, 2022","29.4000","29.4000","29.4000","29.4000","-2.16%"
"Feb 25, 2022","30.0500","30.0500","30.0500","30.0500","0.87%"
"Feb 23, 2022","29.7914","29.0650","29.9055","29.0475","2.52%"
"Feb 22, 2022","29.0597","28.9400","29.1353","28.9079","1.36%"
"Feb 21, 2022","28.6690","28.4100","28.7100","28.3946","0.94%"
"Feb 18, 2022","28.4014","28.3900","28.4454","28.3002","0.39%"
"Feb 17, 2022","28.2915","28.2350","28.4404","27.9700","0.54%"
"Feb 16, 2022","28.1400","28.1925","28.2051","28.0550","-0.18%"
"Feb 15, 2022","28.1919","28.5100","28.5480","28.1505","-0.95%"
"Feb 14, 2022","28.4613","28.5250","28.7750","28.4296","1.50%"
"Feb 11, 2022","28.0414","27.9950","28.0905","27.9251","0.47%"
"Feb 10, 2022","27.9098","27.9146","28.0254","27.8240","0.07%"
"Feb 09, 2022","27.8916","28.0000","28.0271","27.9130","-0.25%"
"Feb 08, 2022","27.9617","27.9300","28.0329","27.9018","0.25%"
"Feb 07, 2022","27.8915","28.0900","28.2750","27.9179","-0.79%"
"Feb 04, 2022","28.1140","28.2651","28.2740","28.0770","-0.31%"
"Feb 03, 2022","28.2016","28.3000","28.3199","28.2208","-0.42%"
"Feb 02, 2022","28.3197","28.4250","28.4575","28.2823","-0.37%"
"Feb 01, 2022","28.4240","28.3350","28.4678","28.2530","0.32%"
"Jan 31, 2022","28.3345","28.5800","28.6050","28.3577","-1.25%"
"Jan 28, 2022","28.6918","28.8899","28.9245","28.6180","-0.62%"
"Jan 27, 2022","28.8695","28.8500","29.0471","28.8496","0.10%"
"Jan 26, 2022","28.8397","28.7332","28.8729","28.6999","0.60%"
